"FT_col","ID","W","Mass","formula","presence","Site","Trtmt","Material","max_reps","formulareps","include"
"FT","02","C",395.3167102,"C24H44O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",395.3530618,"C25H48O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",395.389413,"C26H52O2",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",397.2596467,"C22H38O6",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",397.295987,"C23H42O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",397.3322798,"C24H46O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",397.3686381,"C25H50O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",399.3116628,"C23H44O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",399.3480168,"C24H48O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",401.3272624,"C23H46O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",403.3218722,"C26H44O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",403.3347475,"C23H49O3P1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",405.3010612,"C25H42O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",406.2811131,"C20H41O7N1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",406.3174168,"C21H45O6N1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",407.2802967,"C24H40O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",407.3166818,"C25H44O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",407.3529935,"C26H48O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",409.2230907,"C22H34O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",409.2361171,"C19H39O7P1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",409.2959145,"C24H42O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",409.3323659,"C25H46O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",409.3688369,"C26H50O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",409.4051109,"C27H54O2",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",411.2387534,"C22H36O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",411.3115963,"C24H44O5",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",411.3479888,"C25H48O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",413.2908545,"C23H42O6",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",413.3272492,"C24H46O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",413.3637122,"C25H50O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",414.2648792,"C25H37O4N1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",415.3065387,"C23H44O6",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",415.321791,"C27H44O3",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",415.3428589,"C24H48O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",417.301039,"C26H42O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",417.3221074,"C23H46O6",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",417.3373624,"C27H46O3",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",418.3173913,"C22H45O6N1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",418.3456519,"C23H50O3N1P1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",419.2804013,"C25H40O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",419.3167518,"C26H44O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",419.3296455,"C23H49O4P1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",421.2959454,"C25H42O5",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",423.2752419,"C24H40O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",423.3116365,"C25H44O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",423.3479489,"C26H48O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",423.3844095,"C27H52O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",423.4208177,"C28H56O2",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",425.3272949,"C25H46O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",425.3635865,"C26H50O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",425.4001296,"C27H54O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",427.3066388,"C24H44O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",427.3429235,"C25H48O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",427.3792334,"C26H52O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",429.2857906,"C23H42O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",429.3009845,"C27H42O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",429.3221274,"C24H46O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",429.3373711,"C28H46O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",429.3586124,"C25H50O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",431.3167425,"C27H44O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",431.3378909,"C24H48O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",432.3694946,"C24H51O5N1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",433.2595247,"C25H38O6",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",433.2959456,"C26H42O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",433.3324482,"C27H46O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",433.3687569,"C28H50O3",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",434.3487924,"C23H49O6N1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",435.2751771,"C25H40O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",435.3115857,"C26H44O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",435.3480003,"C27H48O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",435.3844616,"C28H52O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",437.2544709,"C24H38O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",437.2908537,"C25H42O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",437.3273301,"C26H46O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",437.3636193,"C27H50O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",437.4000184,"C28H54O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",437.4364807,"C29H58O2",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",439.2701481,"C24H40O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",439.3065472,"C25H44O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",439.3428725,"C26H48O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",439.379282,"C27H52O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",439.4156863,"C28H56O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",440.3381288,"C25H47O5N1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",441.3009485,"C28H42O4",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",441.3221414,"C25H46O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",441.3372923,"C29H46O3",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",441.3585167,"C26H50O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",441.3949712,"C27H54O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",442.3538389,"C25H49O5N1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",443.2803145,"C27H40O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",443.301416,"C24H44O7",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",443.3166309,"C28H44O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",443.3378003,"C25H48O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",443.3741481,"C26H52O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",445.2959291,"C27H42O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",445.3324038,"C28H46O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",445.368776,"C29H50O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",446.3487449,"C24H49O6N1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",446.3769239,"C25H54O3N1P1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",446.3850746,"C25H53O5N1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",447.2753024,"C26H40O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",447.3117041,"C27H44O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",447.3479932,"C28H48O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",447.3609963,"C25H53O4P1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",447.3842737,"C29H52O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",449.2909425,"C26H42O6",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",449.3272442,"C27H46O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",449.3635737,"C28H50O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",450.3435431,"C23H49O7N1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",451.2700137,"C25H40O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",451.3065379,"C26H44O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",451.34288,"C27H48O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",451.3792281,"C28H52O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",451.4156979,"C29H56O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",451.4521511,"C30H60O2",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",453.3222133,"C26H46O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",453.3374291,"C30H46O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",453.3586233,"C27H50O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",453.3948937,"C28H54O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",453.4312591,"C29H58O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",454.390209,"C27H53O4N1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",455.3013883,"C25H44O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",455.3165603,"C29H44O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",455.3377135,"C26H48O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",455.3529595,"C30H48O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",455.3741329,"C27H52O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",455.4106068,"C28H56O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",456.3694115,"C26H51O5N1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",457.2958102,"C28H42O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",457.316945,"C25H46O7",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",457.3322667,"C29H46O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",457.3534363,"C26H50O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",457.3898329,"C27H54O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",459.3115458,"C28H44O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",459.3327122,"C25H48O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",459.3480118,"C29H48O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",459.3973936,"C27H57O3P1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",461.2908196,"C27H42O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",461.3272386,"C28H46O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",461.3636995,"C29H50O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",461.3999812,"C30H54O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",463.2700615,"C26H40O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",463.3064826,"C27H44O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",463.3428015,"C28H48O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",463.3558825,"C25H53O5P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",463.3791875,"C29H52O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",463.4156547,"C30H56O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",465.2856604,"C26H42O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",465.3221523,"C27H46O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",465.3351728,"C24H51O6P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",465.3585304,"C28H50O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",465.394863,"C29H54O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",465.4312054,"C30H58O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",465.4676144,"C31H62O2",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",467.3014089,"C26H44O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",467.3377237,"C27H48O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",467.3740605,"C28H52O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",467.4104889,"C29H56O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",467.4469655,"C30H60O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",469.3170164,"C26H46O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",469.3322453,"C30H46O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",469.3533896,"C27H50O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",469.3898653,"C28H54O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",469.4051503,"C32H54O2",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",469.4262804,"C29H58O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",470.3850444,"C27H53O5N1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",471.2751182,"C28H40O6",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",471.3115155,"C29H44O5",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",471.3326417,"C26H48O7",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",471.3478502,"C30H48O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",471.3690164,"C27H52O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",471.3843485,"C31H52O3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",471.4054773,"C28H56O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",473.2908412,"C28H42O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",473.3271672,"C29H46O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",473.3635327,"C30H50O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",473.3765767,"C27H55O4P1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",473.4129788,"C28H59O3P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",475.306519,"C28H44O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",475.3429113,"C29H48O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",475.3792815,"C30H52O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",476.3956969,"C26H55O6N1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",477.2857528,"C27H42O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",477.3220697,"C28H46O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",477.3714087,"C26H55O5P1",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",479.3013706,"C27H44O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",479.3144269,"C24H49O7P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",479.3378061,"C28H48O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",479.3741178,"C29H52O5",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",479.4105962,"C30H56O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",481.3170174,"C27H46O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",481.3534561,"C28H50O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",481.3898397,"C29H54O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",483.3327358,"C27H48O7",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",483.361006,"C28H53O4P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",483.3691489,"C28H52O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",483.405444,"C29H56O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",483.4417574,"C30H60O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",485.3271437,"C30H46O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",485.3483363,"C27H50O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",485.3636061,"C31H50O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",485.3847266,"C28H54O6",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",485.4000652,"C32H54O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",485.421162,"C29H58O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",487.269983,"C28H40O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",487.3064548,"C29H44O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",487.3427954,"C30H48O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",487.3791583,"C31H52O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",487.3923117,"C28H57O4P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",488.4319704,"C28H59O5N1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",489.2856876,"C28H42O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",489.3221542,"C29H46O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",489.3585484,"C30H50O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",491.2650185,"C27H40O8",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",491.301346,"C28H44O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",491.3296064,"C29H49O4P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",491.3377221,"C29H48O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",491.3740942,"C30H52O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",491.3871144,"C27H57O5P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",491.4104596,"C31H56O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",491.4832723,"C33H64O2",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",492.3231805,"C30H43O3N3",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",493.3169366,"C28H46O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",493.3664164,"C26H55O6P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",493.389726,"C30H54O5",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",493.4261831,"C31H58O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",493.4624955,"C32H62O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",494.3388562,"C30H45O3N3",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",495.4055103,"C30H56O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",497.3119017,"C27H46O8",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",497.3402182,"C28H51O5P1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",497.3483304,"C28H50O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",497.3636782,"C32H50O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",497.384755,"C29H54O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",497.3999262,"C33H54O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",497.4210805,"C30H58O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",497.4574113,"C31H62O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",498.4163246,"C29H57O5N1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",499.3275165,"C27H48O8",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",499.3639536,"C28H52O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",499.400408,"C29H56O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",499.4157016,"C33H56O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",501.3220634,"C30H46O6",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",501.3431859,"C27H50O8",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",501.358431,"C31H50O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",501.3948205,"C32H54O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",501.4079152,"C29H59O4P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",501.4442774,"C30H63O3P1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",503.3013013,"C29H44O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",503.3377854,"C30H48O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",503.377503,"C28H56O5S1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",503.3871452,"C28H57O5P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",503.4234464,"C29H61O4P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",504.4170348,"C30H55O3N3",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",505.4027422,"C28H59O5P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",506.396433,"C29H53O4N3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",507.3245782,"C29H49O5P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",507.3326343,"C29H48O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",507.3457457,"C26H53O7P1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",507.4418383,"C32H60O4",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",509.3846153,"C30H54O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",509.4209974,"C31H58O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",511.3638861,"C29H52O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",511.4002641,"C30H56O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",511.4730422,"C32H64O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",513.2856673,"C30H42O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",513.3796128,"C29H54O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",513.4312091,"C34H58O3",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",515.3013017,"C30H44O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",515.3377583,"C31H48O6",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",515.3952967,"C29H56O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",515.4235427,"C30H61O4P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",515.4597978,"C31H65O3P1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",517.35334,"C31H50O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",517.4391742,"C30H63O4P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",519.2962106,"C29H44O8",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",519.3325892,"C30H48O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",519.3721152,"C30H53O3N2P1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",521.3482941,"C30H50O7",1,"TOOL","CON","Organic",8,8,TRUE
"FT","02","C",521.3977157,"C28H59O6P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",523.3194647,"C29H49O6P1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",525.4159952,"C31H58O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",525.4524183,"C32H62O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",525.4887728,"C33H66O4",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",527.3376837,"C32H48O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",527.3952361,"C30H56O7",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",527.4105224,"C34H56O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",527.4316472,"C31H60O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",529.3170102,"C31H46O7",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",529.3897765,"C33H54O5",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",529.4261055,"C34H58O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",529.4390901,"C31H63O4P1",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",531.3690657,"C32H52O6",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",531.4184475,"C30H61O5P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",533.4340877,"C30H63O5P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",535.3768568,"C28H57O7P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",535.3921451,"C32H57O4P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",535.4730437,"C34H64O4",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",537.3713613,"C31H55O5P1",1,"TOOL","CON","Organic",8,7,TRUE
"FT","02","C",539.4104377,"C35H56O4",1,"TOOL","CON","Organic",8,6,TRUE
"FT","02","C",539.4316016,"C32H60O6",1,"TOOL","CON","Organic",8,7,TRUE
